#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud (Db),Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,ISRC,UnionRewindInclude
799,Father Stretch My Hands Pt. 1,Kanye West,81,113,rap,Hip Hop,The Life Of Pablo,6/10/2016,2:15,72,57,12,0,44,0,50,-4,G Major,4,3/14/2025,4KW1lqgSr8TKrvBII0Brf8,Rock The World/IDJ/Kanye LP7,9B,USUM71603067,1
800,Praise Jah In The Moonlight,YG Marley,75,125,,,Praise Jah In The Moonlight,12/27/2023,4:23,66,73,13,0,42,0,50,-4,F#/G♭ Minor,4,3/14/2025,3h5TiWTqGxjSjFrbruPFH9,YG Marley Music,11A,CH7811111177,1
801,Honeybee,The Head And The Heart,61,136,"indie folk, folk pop, folk","Folk/Acoustic, Pop",Living Mirage,5/17/2019,3:16,64,52,12,0,49,0,50,-8,A Major,4,3/14/2025,5CalS8Gn69OOrR9aiw0ZO9,Reprise,11B,USRE11900108,1
802,Nude,Radiohead,72,128,"art rock, alternative rock",Rock,In Rainbows,12/28/2007,4:15,52,34,83,58,17,0,0,-10,E Major,3,3/14/2025,35YyxFpE0ZTOoqFx5bADW8,XL Recordings,12B,GBSTK0700003,1
803,Paint The Town Red,Doja Cat,78,100,,,Paint The Town Red,8/4/2023,3:51,87,54,27,0,73,10,0,-9,F Major,4,3/14/2025,2IGMVunIBsBLtEQyoI1Mu7,Kemosabe Records/RCA Records,7B,USRC12300907,1
804,Shit Just Got Real,Lost Stars,21,100,,,Shit Just Got Real,9/22/2023,3:30,62,91,0,0,81,0,60,-5,G Major,4,3/14/2025,5BSc0ZsaNfY8rNg0x7dvp8,Lost Stars,9B,QZWDD2354260,1
805,Chihiro,"RHEYA,YOUTHCULT",29,113,"dream pop, ",Pop,Union EP,3/3/2017,3:13,62,53,65,63,63,0,10,-12,G#/A♭ Major,4,3/14/2025,6T2VwE7cvr3RWTtfXeQKG4,VÅRØ,4B,SE5A41800303,1
806,Qué Tienes Tú (feat. Jesús de Reik & Mau y Ricky),"Dvicio,Jesús Reik,Mau y Ricky",51,92,"reggaeton, latin pop","Pop, Latin",Qué Tienes Tú (feat. Jesús de Reik & Mau y Ricky),5/4/2018,3:32,74,84,8,0,52,0,10,-3,D Major,4,3/14/2025,4txQPJDlvU72lC6EMhT7m9,Sony Music Entertainment,10B,ES5021800196,1
807,Carolina in My Mind,James Taylor,65,75,"folk rock, soft rock, singer-songwriter","Rock, Folk/Acoustic",Greatest Hits,1976-00-00,3:58,58,27,12,0,35,0,10,-15,E Major,4,3/14/2025,2T5Ch09nefwckOu5NQvjIk,Rhino/Warner Records,12B,USWB19900190,1
808,Where This Flower Blooms (feat. Frank Ocean),"Tyler, The Creator,Frank Ocean",71,130,,,Flower Boy,7/21/2017,3:14,69,43,71,0,27,10,10,-10,G#/A♭ Minor,4,3/14/2025,6KuXb26rHuRy3ZDse1VRmx,Columbia,1A,USQX91701273,1
809,E-Pro,Beck,56,96,,,Guero,1/1/2005,3:22,62,96,0,17,69,0,10,-6,B Minor,4,3/14/2025,01MBhRpvFkbeRwAp7gcF2W,Interscope,10A,USIR10401150,1
810,Asking for It,Shinedown,55,144,"post-grunge, alternative metal, rock, acoustic rock","Rock, Metal",Threat to Survival,9/18/2015,3:30,45,97,0,0,41,0,10,-4,A#/B♭ Major,4,3/14/2025,3Tp7y0bLogDQsIO5tTTOH4,Atlantic Records,6B,USAT21502572,1
811,KICK BACK,Kenshi Yonezu,72,102,"j-pop, anime, j-rock","Pop, Rock",KICK BACK,10/12/2022,3:13,58,94,0,0,29,10,0,-5,C♯/D♭ Major,4,3/14/2025,3khEEPRyBeOUabbmOPJzAG,Sony Music Labels Inc.,3B,JPU902203702,1
812,Constellations,The Oh Hellos,55,85,"christian folk, folk pop, indie folk","Folk/Acoustic, Pop",Notos,12/8/2017,3:47,56,51,26,0,26,0,10,-11,F#/G♭ Major,4,3/14/2025,7g3MdW9vvunaniaNq4C8Fe,The Oh Hellos,2B,TCADI1729496,1
813,Y’all Boys,"Florida Georgia Line,HARDY",45,115,"country, pop country, acoustic country, country rock","Country, Rock",Can't Say I Ain't Country,2/15/2019,2:32,63,86,43,0,75,0,10,-4,E Major,4,3/14/2025,1NJnv7vvUZ5xM1DIWbngmN,BMLG Records,12B,QM3E21802174,1
814,Careless Whisper,George Michael,24,153,,,Ladies And Gentlemen... The Best Of George Michael,11/9/1998,5:00,57,63,13,0,80,0,20,-9,D Minor,4,3/14/2025,4jDmJ51x1o9NZB5Nxxc7gY,Sony Music Entertainment,7A,GBBBM8402006,1
815,Moon Rise,"Guru Randhawa,Sanjoy",63,92,"bhangra, punjabi pop, desi, bollywood, hindi pop, desi pop, punjabi hip hop","Traditional music, Hip Hop, Pop",Man Of The Moon,8/22/2022,2:54,76,71,37,0,60,10,20,-7,D#/E♭ Minor,4,3/14/2025,3oWv5qDKYN7MH6FdlglMN5,T-Series,2A,INS182202831,1
816,Next to Me,Mqx,49,139,hardstyle,Electronic,Next to Me,2/22/2022,2:24,65,76,25,16,46,0,10,-4,F#/G♭ Major,4,3/14/2025,6N4ODzJ6yinzWgcgLjwSXW,Sickkunt Sounds,2B,QZDA62275256,1
817,Pussy & Millions (feat. Travis Scott),"Drake,21 Savage,Travis Scott",70,122,"rap, hip hop",Hip Hop,Her Loss,11/4/2022,4:02,75,62,6,0,38,10,30,-7,E Minor,4,3/14/2025,2KLwPaRDOB87XOYAT2fgxh,OVO / Republic Records,9A,USUG12208607,1
818,Rechazame,Prince Royce,72,130,"bachata, latin, bachata pop","Latin, Pop",Prince Royce,2010-00-00,3:43,73,87,7,0,93,0,0,-2,G Major,4,3/14/2025,07p0kLnvfQQ2bLujHyzSGK,Sony Music Latin,9B,US7YG0900001,1
819,Dancing in the Sky,Sam Barber,72,80,country,Country,Million Eyes,9/21/2023,3:06,38,37,33,0,27,0,10,-6,B Major,3,3/14/2025,7siXHCf5qUbyJrhNYQXKFr,Lockeland Springs/Atlantic,1B,USAT22305274,1
820,Sultans of Swing,Dire Straits,67,148,classic rock,Rock,Dire Straits,10/7/1978,5:48,73,80,7,3,93,0,30,-10,F Major,4,3/14/2025,6cr6UDpkjEaMQ80OjWqEBQ,Warner Records,7B,GBF089601041,1
821,THE DEATH OF PEACE OF MIND,Bad Omens,74,155,"metalcore, metal",Metal,THE DEATH OF PEACE OF MIND,2/25/2022,4:01,47,71,9,0,27,0,10,-6,C Minor,4,3/14/2025,6tRneEcItwpSxBtqgem5Dr,Sumerian Records,5A,USYFZ2264204,1
822,"You're Gonna Go Far, Kid",The Offspring,80,126,"punk, skate punk","Rock, Metal","Rise And Fall, Rage And Grace",6/17/2008,2:57,55,92,0,0,60,0,20,-3,C Major,4,3/14/2025,6TfBA04WJ3X1d1wXhaCFVT,Concord Records,8B,USSM10801605,1
823,Valerie,The Weeknd,55,148,,,Trilogy,11/13/2012,4:46,64,53,36,0,45,0,0,-7,F Minor,4,3/14/2025,5JaqApg5415jtjdyjY3wa9,Universal Republic Records,4A,USUM71212148,1
824,Bayside - Radio Edit,Obskür,66,123,house,Electronic,Bayside,11/9/2020,3:17,69,90,3,0,71,30,0,-4,C♯/D♭ Major,4,3/14/2025,7hYW4hKuPkfaLbzTpg9hQB,FFRR,3B,GBAYE2001162,1
825,Son Of A Sinner,Jelly Roll,72,86,"country hip hop, country","Country, Hip Hop",Ballads of the Broken,9/17/2021,3:52,37,54,4,0,33,0,20,-7,G Major,4,3/14/2025,6ngGiVX91DRmGDH4G5EgeO,Stoney Creek Records,9B,QMRSZ2102218,1
826,The Hills X Creepin X The Color Violet,LonelyEve,66,121,,,The Hills X Creepin X The Color Violet,12/31/2022,3:17,68,52,1,0,21,0,20,-8,C♯/D♭ Minor,4,3/14/2025,5qpXZ45eZA3VX3qe76tmqh,LonelyEve,12A,GX8KD2306821,1
827,Waheguru Waheguru,Bhai Joginder Singh Ji Riar,37,141,"bhajan, devotional",New age,Gurbani,6/29/2014,4:11,50,45,84,0,78,0,10,-14,G Major,4,3/14/2025,752refoMftaej7eG1q6Jf0,SSG,9B,FR6V82330325,1
828,Secrets,A Boogie Wit da Hoodie,69,91,melodic rap,Hip Hop,Artist 2.0 (Deluxe),6/19/2020,2:13,54,65,12,0,40,0,30,-6,E Major,4,3/14/2025,2xB46Bj9HZ4cr058yN4Pla,Highbridge the Label / Atlantic Records,12B,USAT22003871,1
829,Open Your Eyes,STRFKR,55,130,,,"Being No One, Going Nowhere",11/4/2016,3:52,67,75,1,61,40,0,10,-4,C Minor,4,3/14/2025,2Vn92UPSmDMynFENzpe2zP,Polyvinyl Records,5A,US3R41632105,1
830,Dandelion,"Galantis,JVKE",52,118,,,Dandelion,1/8/2021,2:20,80,66,16,2,63,10,10,-5,C Major,4,3/14/2025,4NexTaCZZ7Ehnf03A6SVjt,Big Beat Records,8B,USAT22007357,1
831,What's Up Danger (with Black Caviar),"Blackway,Black Caviar",70,95,,,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),12/14/2018,3:42,70,76,0,0,12,0,10,-6,D Major,4,3/14/2025,5zsHmE2gO3RefVsPyw2e3T,Universal Records,10B,USUM71818369,1
832,Snow - Live,Zach Bryan,46,83,"country, red dirt",Country,All My Homies Hate Ticketmaster (Live from Red Rocks),12/25/2022,3:10,35,45,84,0,32,0,70,-6,D Major,4,3/14/2025,2L1M0A9Rymjayfni3IKeJe,Warner Records,10B,USWB12207891,1
833,Viva La Vida,Coldplay,87,138,,,Viva La Vida or Death and All His Friends,6/6/2008,4:02,49,62,10,0,42,0,10,-7,F Minor,4,3/14/2025,1mea3bSkSGXuIRvnydlB5b,Parlophone UK,4A,GBAYE0800265,1
834,The Bends,Saint Mela,23,178,,,First Bloom,11/29/2018,3:57,72,51,21,0,84,0,0,-9,A Major,4,3/14/2025,2nXNbhgfRh5ipxlLuz4Uy7,858333 Records DK,11B,QZES81839808,1
835,love is embarrassing,Olivia Rodrigo,74,160,,,GUTS,9/8/2023,2:34,52,82,0,0,62,10,10,-4,A Major,4,3/14/2025,26QLJMK8G0M06sk7h7Fkse,Olivia Rodrigo PS,11B,USUG12305000,1
836,Back to Basics (feat. Skepta) (Floating Points Remix),"Headie One,Skepta,Floating Points",46,139,"uk drill, grime, drill, idm, gnawa","Hip Hop, Traditional music, Electronic, Pop",Back to Basics (feat. Skepta) (Floating Points Remix),8/9/2019,3:49,79,86,0,0,59,10,0,-8,C♯/D♭ Major,4,3/14/2025,7JvuiP16UTKCnieS9E2Bg3,Relentless Records,3B,GBARL1900913,1
837,touch tank,quinnie,54,102,bedroom pop,Pop,touch tank,8/26/2022,2:59,66,50,36,0,51,0,40,-7,E Major,4,3/14/2025,1S3ZeV4CEdqbzBYwu0pxE7,Columbia,12B,USSM12208609,1
838,Losing It,FISHER,71,125,"tech house, house, techno","Electronic, Hip Hop",Losing It,7/13/2018,4:08,76,96,0,70,64,0,10,-6,D Major,4,3/14/2025,6ho0GyrWZN3mhi9zVRW7xi,"Fisher - Follow the FISH, LLC",10B,CA5KR1821202,1
839,Safe Inside,James Arthur,62,117,soft pop,Pop,Back from the Edge,10/28/2016,3:42,32,55,19,0,11,0,10,-7,G#/A♭ Major,4,3/14/2025,5ooilrQAnOJbUjq7IDm8lY,Columbia,4B,DEE861600591,1
840,Tujh Mein Rab Dikhta Hai,"Salim–Sulaiman,Roop Kumar Rathod,Jaideep Sahni",70,85,"bollywood, sufi, desi, hindi pop, qawwali","Hip Hop, Pop, Traditional music",Rab Ne Bana Di Jodi,11/6/2008,4:41,56,60,32,0,75,0,10,-9,G#/A♭ Major,4,3/14/2025,2LcXJP95e4HKydTZ2mYfrx,YRF Music,4B,INY090800053,1
841,Baby I'm Bleeding,JPEGMAFIA,51,171,"experimental hip hop, alternative hip hop, experimental","Hip Hop, Rock",Veteran,1/19/2018,2:32,57,86,20,0,83,10,40,-2,C♯/D♭ Major,4,3/14/2025,5pUudDDuJgIpgKIGk2zmxv,JPEGMafia,3B,QM24S1705239,1
842,My Own Worst Enemy,Lit,73,103,pop punk,Rock,A Place In The Sun,2/22/1999,2:49,49,95,0,0,74,0,40,-3,E Major,4,3/14/2025,33iv3wnGMrrDugd7GBso1z,RCA Records Label,12B,USRC19808159,1
843,Fair Trade (with Travis Scott),"Drake,Travis Scott",78,168,"rap, hip hop",Hip Hop,Certified Lover Boy,9/3/2021,4:51,67,47,5,0,29,20,20,-9,C♯/D♭ Major,4,3/14/2025,40iJIUlhi6renaREYGeIDS,OVO,3B,USUG12104402,1
844,Fall 4 U (feat. Glasser),"Chad Valley,Glasser",12,100,"chillwave, indie electronic, ",Rock,Young Hunger,10/30/2012,5:07,48,71,3,6,22,0,0,-7,C♯/D♭ Minor,4,3/14/2025,4fbNvrKjF284KEuRNsbeWd,Cascine,12A,GBUM71204897,1
845,Don't Know Why,Norah Jones,76,89,,,Come Away With Me (Super Deluxe Edition),2/26/2002,3:06,75,22,85,0,64,0,0,-11,F Major,4,3/14/2025,1zNXF2svmdlNxfS5XeNUgr,CM BLUE NOTE (A92),7B,USBN20100529,1
846,Die Trying,Key Glock,69,146,memphis rap,Hip Hop,PRE5L,11/17/2022,2:33,89,71,2,0,69,20,10,-7,F#/G♭ Minor,4,3/14/2025,4qNYl4NkngYRqf6DtTyD9I,Paper Route EMPIRE,11A,USUYG1453286,1
847,Insane,Summer Walker,57,162,r&b,R&B,Still Over It,11/5/2021,3:09,39,61,63,0,35,30,10,-8,D#/E♭ Major,4,3/14/2025,3pcxxaUxAMSfz2zgetHydD,LVRN/Interscope Records,5B,USUM72118232,1
848,Creeping Death (Remastered),Metallica,57,101,"metal, thrash metal, rock, heavy metal, hard rock","Rock, Metal",Ride The Lightning (Deluxe Remaster),7/27/1984,6:35,31,98,0,27,18,10,0,-5,F#/G♭ Minor,4,3/14/2025,4q9QVIaLqjbcoqeCfM2zan,Blackened Recordings,11A,USEE10170113,1
849,Cupid - Twin Version,FIFTY FIFTY,41,120,k-pop,Pop,The Beginning,9/22/2023,2:53,79,66,32,0,67,0,20,-6,D Major,4,3/14/2025,53DDMPqgMWNrEeE3NjThKE,ATTRAKT,10B,KSA012239181,1
850,making the bed,Olivia Rodrigo,73,133,,,GUTS,9/8/2023,3:18,55,41,39,0,25,0,10,-8,G Major,4,3/14/2025,5CscrLqFBgPfZR8fGtikov,Olivia Rodrigo PS,9B,USUG12304097,1
851,Insane,"Black Gryph0n,Baasik",74,105,,,Insane,6/11/2021,2:39,72,71,19,0,80,10,80,-6,E Minor,4,3/14/2025,5flerg6aEao2VayZezVlgu,Black Gryph0n & Baasik,9A,QZHNA2153397,1
852,Let Her Dance,The Bobby Fuller Four,41,142,,,Never To Be Forgotten - The Mustang Years,1998-00-00,2:31,53,76,0,0,97,0,10,-12,G Major,4,3/14/2025,1d2GrPJtJXKUpW6K9OhF5x,Rhino,9B,USRH10721896,1
853,People,Libianca,76,124,"afrobeats, afrobeat","Traditional music, R&B",People,12/6/2022,3:04,57,42,55,0,69,0,10,-8,A#/B♭ Minor,5,3/14/2025,26b3oVLrRUaaybJulow9kz,5K Records Limited,3A,QZTB52268087,1
854,Gibson Girl,Ethel Cain,57,104,,,Preacher’s Daughter,5/12/2022,5:42,29,43,0,6,10,0,10,-9,D Major,4,3/14/2025,02yzNsWcv7BtITeIoIqeVU,Daughters of Cain Records,10B,GBKPL2173999,1
855,Best Friend (feat. Doja Cat),"Saweetie,Doja Cat",11,94,,,Best Friend (feat. Doja Cat & Stefflon Don) [Remix],3/5/2021,2:35,84,77,0,0,40,10,0,-4,E Major,4,3/14/2025,3qJWqBxfbikCIYy8jY93K5,ICY/Warner Records,12B,USWB12004547,1
856,Stay With Me,1nonly,73,127,phonk,Hip Hop,Stay With Me,10/11/2020,2:21,68,84,30,0,34,30,30,-8,A Major,5,3/14/2025,2WYs5LxOZfEyURXu7V0O1a,1nonly,11B,TCAFE2016912,1
857,Ek Toh Kum Zindagani (From  Marjaavaan ),"Neha Kakkar,Yash Narvekar,Tanishk Bagchi",59,128,"bollywood, hindi pop, desi, desi pop, gujarati garba","Hip Hop, Pop, Jazz",Ek Toh Kum Zindagani (From  Marjaavaan ),10/10/2019,3:10,67,97,6,0,72,0,0,-2,G Major,4,3/14/2025,6oDHAjaJJjwwgoAuMIeY9K,T-Series,9B,INS181905059,1
858,Thinkin’ Bout Me,Morgan Wallen,80,140,country,Country,One Thing At A Time,3/3/2023,2:57,66,79,49,0,47,0,10,-6,D#/E♭ Minor,4,3/14/2025,0PAcdVzhPO4gq1Iym9ESnK,Big Loud Records / Mercury Records / Republic Records,2A,USUG12300821,1
859,End of Beginning,Djo,88,160,psychedelic pop,Pop,DECIDE,9/16/2022,2:39,69,45,4,0,91,0,0,-8,D Major,4,3/14/2025,3qhlB30KknSejmIvZZLjOD,Djo,10B,GBKPL2205058,1
860,JACKIE BROWN,Brent Faiyaz,71,138,r&b,R&B,WASTELAND,7/8/2022,2:49,73,35,65,0,50,10,20,-10,A#/B♭ Major,4,3/14/2025,2IlT65thKQQw248mhk2PjQ,"Lost Kids LLC., Marketed by Venice / Stem",6B,QM24S2203177,1
861,Angels Like You,Miley Cyrus,79,122,,,Plastic Hearts,11/27/2020,3:16,67,64,10,0,49,0,10,-4,F Major,4,3/14/2025,1daDRI9ahBonbWD8YcxOIB,RCA Records Label,7B,USRC12003754,1
862,Pierre,Ryn Weaver,57,100,,,The Fool,6/2/2015,3:22,61,83,29,0,55,0,70,-4,A Major,4,3/14/2025,31c1V9xUONZYk78NE4Id8D,Benny Blanco Major,11B,USUM71502417,1
863,Lonely One,Sure Sure,32,130,,,Spirit Mission,9/30/2022,2:47,59,60,48,0,73,0,10,-7,F Minor,4,3/14/2025,7dW6aiHZG0A8xApW0Xg40G,,4A,QM24S2204523,1
864,Колыбельная,Rauf & Faik,58,148,,,Колыбельная,12/6/2019,3:53,76,51,84,0,22,0,10,-8,C Minor,4,3/14/2025,47RyOrXqLydmsPrsVU7nTw,Atlantic Records Russia (Distribution),5A,RUA582103575,1
865,Don't Take The Money,Bleachers,61,110,,,Gone Now,6/2/2017,3:35,63,89,0,0,29,0,20,-6,C♯/D♭ Major,4,3/14/2025,3ySU5vwQB33iGulwcUL9qQ,RCA Records Label,3B,USRC11700409,1
866,The Lake (feat. Gustave Rudman),"Labrinth,Gustave Rudman",40,143,,,Euphoria (Original Score from the HBO Series),10/4/2019,3:45,22,24,72,91,8,0,0,-21,D Major,3,3/14/2025,2cyUIoPzLmFVLN6hw1Kk84,Masterworks,10B,USQX91902514,1
867,AMERICA HAS A PROBLEM,Beyoncé,64,126,,,RENAISSANCE,7/29/2022,3:18,79,61,0,0,11,0,20,-6,C♯/D♭ Major,4,3/14/2025,2XMAWynSTIst5KmLSv0Npf,Parkwood Entertainment/Columbia,3B,USSM12206242,1
868,Real Love Baby,Father John Misty,77,204,chamber pop,Pop,Real Love Baby,7/26/2016,3:09,42,69,10,3,63,0,10,-6,G Major,4,3/14/2025,0Z57YWES04xGh3AImDz6Qr,Sub Pop Records,9B,USSUB1618101,1
869,XO Tour Llif3,Lil Uzi Vert,79,155,melodic rap,Hip Hop,Luv Is Rage 2,8/25/2017,3:02,73,75,0,0,40,20,10,-6,B Minor,4,3/14/2025,7GX5flRQZVHRAGd6B4TmDO,Generation Now/Atlantic,10A,USAT21703440,1
870,It's Called: Freefall,Rainbow Kitten Surprise,77,98,,,"How to: Friend, Love, Freefall",4/6/2018,2:32,74,52,63,0,28,0,60,-6,D Major,4,3/14/2025,474uVhyGgK5MtY9gMcDgGl,Elektra (NEK),10B,USAT21800165,1
871,Heaven,Niall Horan,71,92,,,The Show,6/9/2023,3:06,57,76,7,0,70,0,30,-3,F Major,4,3/14/2025,5FQ77Cl1ndljtwwImdtjMy,Capitol Records,7B,USUG12300779,1
872,My Own Summer (Shove It),Deftones,77,72,"nu metal, alternative metal, rap metal, shoegaze","Metal, Rock",Around the Fur,10/27/1997,3:34,44,78,0,21,37,0,10,-4,C♯/D♭ Major,4,3/14/2025,1158ckiB5S4cpsdYHDB9IF,Maverick,3B,USMV29700142,1
873,Stubborn Love,The Lumineers,77,115,"folk pop, indie folk","Pop, Folk/Acoustic",The Lumineers,4/3/2012,4:39,60,56,61,4,23,0,20,-12,C Major,4,3/14/2025,4wG82w1L31yQhgGiWt6gIb,Dualtone Music Group,8B,USDMG1260807,1
874,10x Stronger,Dominic Fike,52,100,,,What Could Possibly Go Wrong,7/31/2020,1:15,42,39,96,64,13,0,40,-6,E Minor,4,3/14/2025,3xLU29XDzxUllbDjLumKf7,Columbia,9A,USQX92003246,1
875,Time of Our Lives,"Pitbull,Ne-Yo",82,124,,,Globalization,11/24/2014,3:49,72,80,9,0,72,0,60,-6,C♯/D♭ Major,4,3/14/2025,2bJvI42r8EF3wxjOuDav4r,Mr.305/Polo Grounds Music/RCA Records,3B,USRC11402647,1
876,King of the Rodeo,"The Bamboos,Meg Washington",18,128,"jazz blues, retro soul, jazz funk, acid jazz","Jazz, Blues, R&B",Side-Stepper,10/6/2008,3:48,78,82,1,0,88,0,60,-7,A Major,4,3/14/2025,7lCdHgOidHp3ksXlMRuEsZ,Tru Thoughts,11B,GBEUE0801178,1
877,Don't Follow,Alice In Chains,60,116,"grunge, post-grunge","Rock, Metal",Jar Of Flies,1994-00-00,4:22,31,37,78,14,28,0,10,-10,C♯/D♭ Major,1,3/14/2025,7CI0VS6ETno5mgHi4PoCrY,Columbia,3B,USSM10025033,1
878,Heartache Medication,Jon Pardi,74,95,"country, acoustic country",Country,Heartache Medication,9/27/2019,3:29,62,79,4,0,73,0,10,-3,A Major,4,3/14/2025,5qdQPrWmZv8xYhMJCDrdHF,Capitol Records Nashville,11B,USUM71907930,1
879,WINNER,仲村宗悟,43,91,anime,Pop,WINNER,10/16/2022,3:32,64,72,3,0,84,0,10,-9,A#/B♭ Minor,4,3/14/2025,3hRqmUI4Mzh5h0drGk24AF,Lantis,3A,JPI102202164,1
880,Blunt Blowin,Lil Wayne,64,136,"rap, hip hop",Hip Hop,Tha Carter IV (Complete Edition),8/29/2011,5:12,72,74,0,0,38,0,20,-6,D Major,4,3/14/2025,0BKXZkU8oGad58MyTFyFXu,CM/Republic,10B,USCM51100303,1
881,Anthem,Greta Van Fleet,50,154,rock,Rock,Anthem Of The Peaceful Army,10/19/2018,4:41,61,54,37,0,47,0,10,-8,B Major,4,3/14/2025,2KN0Kgfb15aNLR0p2J4pkr,Republic Records,1B,USUM71811334,1
882,Surfin' U.S.A. - Remastered 2001,The Beach Boys,69,159,baroque pop,Pop,Surfin' USA (Remastered),3/25/1963,2:29,55,85,66,0,97,0,10,-6,D#/E♭ Major,4,3/14/2025,0wz1LjDb9ZNEYwOmDJ3Q4b,Capitol Records,5B,USCA20001654,1
883,Main Tera Boyfriend,"Arijit Singh,Neha Kakkar,Meet Bros.,Sourav Roy,Sohrabuddin,Kumaar,Jitendra Raghuvanshi",59,104,"hindi pop, bollywood, desi, bangla pop, desi pop, gujarati garba, haryanvi pop","Pop, Hip Hop, Jazz",Raabta,6/3/2017,4:36,84,91,10,0,65,0,10,-4,B Minor,4,3/14/2025,3InIAYQyi22mfV4g1T9Jkc,T-Series,10A,INS181700929,1
884,Outskirts Of Infinity,Ashes To Amber,54,130,,,Outskirts Of Infinity,3/28/2020,3:07,74,66,51,0,74,0,10,-7,E Major,4,3/14/2025,77EtpdLPsfzFOBONaTc1IQ,Ashes To Amber under exclusive license to Amuseio AB,12B,SE5752043578,1
885,Saku,"BICEP,Clara La San",44,133,,,Isles,1/22/2021,4:57,56,79,0,68,43,0,0,-7,C♯/D♭ Major,4,3/14/2025,1gGR1vc9aFMDEhiO3SvHM4,Ninja Tune,3B,GBCFB2000318,1
886,Moment of Clarity,"Future,Lil Uzi Vert",44,122,"rap, melodic rap",Hip Hop,Pluto x Baby Pluto,11/13/2020,3:42,86,62,18,0,52,10,20,-5,G#/A♭ Major,4,3/14/2025,5iHaOaMTQA3f24kD4oTR2x,Generation Now/Atlantic,4B,USAT22007343,1
887,5 to 50 (feat. India),"Benny The Butcher,INDIA",52,120,"boom bap, ",Hip Hop,The Plugs I Met,6/21/2019,3:52,79,58,26,0,36,10,20,-8,C♯/D♭ Major,4,3/14/2025,2GI5NXelgE3SeAhm5QKiFM,"Black Soprano Family, LLC",3B,QM6N21967499,1
888,Witchy Woman - 2013 Remaster,Eagles,60,99,"classic rock, soft rock",Rock,Eagles (2013 Remaster),6/1/1972,4:10,56,57,36,0,58,0,10,-12,D Minor,4,3/14/2025,436yrzQWA32vb1sTZKXg9r,Rhino/Elektra,7A,USEE11300315,1
889,BED,"Joel Corry,RAYE,David Guetta",67,124,"dance pop, edm, dance","Electronic, Pop",BED,2/26/2021,2:58,67,78,1,0,62,0,30,-5,F#/G♭ Major,4,3/14/2025,0siYMEsGrzzzlWLXK5zJfS,Perfect Havoc / Asylum Records,2B,UK4ZF2100069,1
890,Do You Believe in Magic?,The Lovin' Spoonful,64,139,folk rock,Rock,Do you Believe In Magic,1965-11,2:05,55,74,21,0,76,0,30,-8,C Major,4,3/14/2025,1udKn1oNKYQSQ9OmiIWCMu,Buddah,8B,USBR16600004,1
891,Crazy,Gnarls Barkley,70,112,,,St. Elsewhere,5/2/2006,3:02,84,74,2,6,61,0,0,-2,G#/A♭ Major,4,3/14/2025,6o1l9I0faXJN2iqulHrdCQ,Downtown/Atlantic,4B,USAT20611041,1
892,Not Strong Enough,"boygenius,Julien Baker,Phoebe Bridgers,Lucy Dacus",73,127,,,the record,3/31/2023,3:54,50,80,0,0,31,0,10,-6,C♯/D♭ Major,4,3/14/2025,09DR0sHnQUhHOiSNttc1mv,boygenius under exclusive license to Interscope Records,3B,USUG12209242,1
893,LOVE AGAIN,The Kid LAROI,63,107,,,LOVE AGAIN,1/27/2023,2:26,58,46,45,0,37,0,10,-6,B Minor,4,3/14/2025,4sx6NRwL6Ol3V6m9exwGlQ,Columbia,10A,USSM12211461,1
894,Ay Pilla - Telugu,"Haricharan,Pawan Ch",57,140,"mollywood, tamil pop, tollywood, telugu pop, malayalam pop, kollywood, tamil dance, kannada pop",Pop,Love Story,3/12/2020,4:13,50,55,35,0,39,0,10,-12,C♯/D♭ Major,4,3/14/2025,5nVFeACm96rucybpDAjfK5,Aditya Music,3B,INA092016841,1
895,Embarrassed (feat. Travis Scott),"Don Toliver,Travis Scott",73,116,rap,Hip Hop,Love Sick (Deluxe),2/28/2023,3:12,85,51,38,0,59,0,10,-5,E Minor,4,3/14/2025,6w9GrSUaQQIaMBYtabge7p,Cactus Jack / Atlantic,9A,USAT22302147,1
896,Snooze,SZA,88,143,r&b,R&B,SOS,12/9/2022,3:21,56,55,14,0,39,10,10,-7,F Major,4,3/14/2025,4iZ4pt7kvcaH6Yo8UoZ4s2,Top Dawg Entertainment/RCA Records,7B,USRC12204591,1
897,American Girl,Tom Petty and the Heartbreakers,48,114,classic rock,Rock,Greatest Hits,5/20/2008,3:30,56,73,45,0,77,0,40,-8,D Major,4,3/14/2025,6SIV02mskzzc3KXK7t4NHj,Geffen,10B,USUG10400001,1
898,The Zephyr Song,Red Hot Chili Peppers,75,117,"funk rock, alternative rock, rock",Rock,By the Way (Deluxe Edition),7/9/2002,3:51,73,80,1,0,40,0,0,-4,D Major,4,3/14/2025,1ndGB6rvxKYN9seCYO1dTF,Warner Records,10B,USWB10201693,1
899,Mulberry Street,Twenty One Pilots,64,170,,,Scaled And Icy,5/21/2021,3:44,67,54,1,0,72,0,30,-7,D Major,4,3/14/2025,19kX6hSlYH31js2SL4jgrj,Fueled By Ramen,10B,USAT22101334,1
